bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__7c41997b,vuejs__core-10250,typescript,pass,1.0,1.0,5.0,33418,2,,d276a4f3e914aaccc291f7b2513e5d978919d0f9
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__6a14056a,vuejs__core-11517,typescript,pass,1.0,1.0,4.0,25712,0,,b74687c0bbc0083513a1f5da3a2995cfb5f48246
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__b8bf59e7,mui__material-ui-30374,typescript,pass,1.0,1.0,16.0,60360,5,,f22b27378ee98df1d8b300b1f6d639cdbb2c4929
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__ae8b362a,clap-rs__clap-1869,rust,pass,1.0,1.0,6.0,27439,1,,deb14c853740ebc82feb12a9af61c30726627622
Multi,Multi-SWE-Bench__c__maintenance__bugfix__1e842312,ponylang__ponyc-2201,c,pass,1.0,1.0,11.0,52690,0,,f00f95b30dd68c7faaff0aa88508c218bc19f02b
Multi,Multi-SWE-Bench__go__maintenance__bugfix__03f04397,cli__cli-8632,go,pass,2.0,7.0,14.0,23864,1,,f015020bcd61caf00d41d4c2dae014be2fb2fc29
Multi,Multi-SWE-Bench__java__maintenance__bugfix__f0db9a27,fasterxml__jackson-core-183,java,pass,1.0,1.0,2.0,25439,28,,ac6d8e22847c19b2695cbd7d1f418e07a9a3dbb2
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__cbea412a,expressjs__express-3870,javascript,pass,1.0,2.0,6.0,39840,10,,dc538f6e810bd462c98ee7e6aae24c64d4b1da93
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__05c53458,mui__material-ui-29898,typescript,pass,1.0,5.0,10.0,28026,0,,38ac830eedf60a2a40983d71cb4dd64e8f1abf4e
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__b31d2f53,iamkun__dayjs-1725,javascript,pass,1.0,1.0,3.0,19696,14,,5a108ff3159c53fd270ea7638f33c35c934d6457
Multi,Multi-SWE-Bench__go__maintenance__bugfix__eb5704a5,cli__cli-513,go,pass,1.0,1.0,2.0,27475,15,,cc96ddd5514c04ee90fff11c840aad68af9fada3
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__87d9772c,iamkun__dayjs-938,javascript,pass,1.0,3.0,29.0,18571,2,,72cdb20552dd5af6c2295bf52075ba19cceb000f
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__c363219b,BurntSushi__ripgrep-1367,rust,pass,1.0,1.0,15.0,39645,7,,4858267f3b97fe2823d2ce104c1f90ec93eee8d7
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__c9cd2b2c,clap-rs__clap-2529,rust,pass,1.0,1.0,2.0,12851,19,,e3bfa50e8f451b31a00d99147d608607521419a3
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__8ebb764e,fmtlib__fmt-2394,cpp,pass,1.0,1.0,14.0,17449,0,,cfc05e05f08dc0b6fe619831c96f00ee27d99613
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__2d9d9f71,iamkun__dayjs-1414,javascript,pass,1.0,1.0,2.0,7146,1,,b1abdc40ee6c9d18ff46c311a114e0755677ea6f
Multi,Multi-SWE-Bench__c__maintenance__bugfix__cdbc5890,jqlang__jq-2919,c,pass,1.0,2.0,5.0,20030,10,,7f547827e47b5ade563a293329deb4226496d72f
Multi,Multi-SWE-Bench__java__maintenance__bugfix__ef567ef1,alibaba__fastjson2-2559,java,pass,1.0,1.0,6.0,53773,10,,45cc6b34343bc133a03c632d6c9dd4a2d895e2e9
Multi,Multi-SWE-Bench__c__maintenance__bugfix__f9bb5442,facebook__zstd-1243,c,pass,1.0,1.0,2.0,36011,0,,df09d4318f0f4f06d76c1e288732f5f9b1d9f59a
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__3e497d27,fmtlib__fmt-4286,cpp,pass,2.0,3.0,12.0,35207,0,,e3ddede6c4ee818825c4e5a6dfa1d384860c27d9
Multi,Multi-SWE-Bench__c__maintenance__bugfix__49f4a0f4,jqlang__jq-2654,c,pass,1.0,1.0,2.0,53031,4,,c077b95ba2dcaafee39e302cc086bf99fa9248d0
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__bdc6ab14,clap-rs__clap-2534,rust,pass,1.0,3.0,17.0,21106,5,,33c305ea6ff6cdda7796e57966374cb40633968f
Multi,Multi-SWE-Bench__c__maintenance__bugfix__1ac60ce9,ponylang__ponyc-2247,c,pass,1.0,1.0,9.0,37589,3,,9e26f0ac4b65462fda4cadbb80cc2fa53e3042b3
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__04c51be7,vuejs__core-10004,typescript,pass,1.0,2.0,10.0,36747,0,,0275dd329d241bdd84ce3ca0c7fc07211cb21751
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__0e4346f7,clap-rs__clap-2895,rust,pass,1.0,1.0,2.0,42552,3,,6eacd8a7476e352d590c1bfae4b983e9eafae2b3
Multi,Multi-SWE-Bench__c__maintenance__bugfix__6b844996,facebook__zstd-1390,c,pass,1.0,1.0,1.0,42977,5,,e26126cacaa9ac6f1db4021ac3d32f4ac8387c50
Multi,Multi-SWE-Bench__java__maintenance__bugfix__8b7cc5e0,alibaba__fastjson2-2775,java,pass,1.0,1.0,20.0,37389,6,,12b40c7ba3e7c30e35977195770c80beb34715c5
Multi,Multi-SWE-Bench__go__maintenance__bugfix__52c152ba,cli__cli-6122,go,pass,1.0,1.0,9.0,9269,8,,1f488f4d5496e176300614b7bd9ded02c8572ec3
Multi,Multi-SWE-Bench__go__maintenance__bugfix__cedbb0cb,cli__cli-495,go,pass,1.0,1.0,12.0,34115,12,,02b4ab5be3d3c0002876a8be65186c0cc8f2a024
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__6a53360d,vuejs__core-9213,typescript,pass,1.0,1.0,2.0,53811,1,,dadb3632a0f824f6e6a1c246ed8788bea5cbcad6
Multi,Multi-SWE-Bench__go__maintenance__bugfix__0e3febd0,cli__cli-4676,go,pass,1.0,1.0,2.0,21571,0,,3a4d947603603f5dea742442d32bc131e9786d25
Multi,Multi-SWE-Bench__c__maintenance__bugfix__b9b45262,facebook__zstd-637,c,pass,1.0,1.0,3.0,34705,7,,e8e1e13d4fcd6495ba17fb0eafa414d5df7c00b6
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3e2d031f,cli__cli-6706,go,pass,1.0,2.0,2.0,49085,6,,23913ac371bacc6af51309d85ca4e289d88af132
Multi,Multi-SWE-Bench__go__maintenance__bugfix__0b78ed50,cli__cli-2466,go,pass,1.0,1.0,2.0,32061,9,,504cfbc654b39b994895d69f792859e69fa2589c
Multi,Multi-SWE-Bench__c__maintenance__bugfix__5e659108,ponylang__ponyc-2261,c,pass,1.0,2.0,23.0,32101,0,,682b45d3abd7b24381bfc56423da85c3527785c7
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__9907b12d,mui__material-ui-36088,typescript,pass,1.0,1.0,5.0,50290,2,,b1d2e8d375be4f2a238fe7bce81ad2bf5cb68ad1
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__8d0f55cd,mui__material-ui-34159,typescript,pass,1.0,1.0,2.0,17498,2,,43a929dda5a0776bcc05f4624a5648441d44c7b2
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__a7aba10f,mui__material-ui-39196,typescript,pass,1.0,1.0,19.0,36237,4,,75404f9ff09965be1bd7c9ed27154fd7536edde1
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__01d1908e,sveltejs__svelte-12098,javascript,fail,1.0,1.0,3.0,23751,2,,97e5b5285adf05933bdc5cb047cf9df0db832a2e
Multi,Multi-SWE-Bench__go__maintenance__bugfix__74cafcca,grpc__grpc-go-2996,go,fail,1.0,3.0,9.0,29433,19,,45bd2846a34b039c5f1e69b7202f118687156b34
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__3d4cfa9c,sveltejs__svelte-14276,javascript,fail,1.0,1.0,2.0,38617,1,,36ece1c38114a7d1b4177829f76201eaeef7a6f4
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__1ec2c84a,fmtlib__fmt-1663,cpp,fail,0,0,0,35318,0,,8d9d528bf52c60864802844e8acf16db09dae19a
Multi,Multi-SWE-Bench__java__maintenance__bugfix__2bd87230,fasterxml__jackson-databind-3701,java,fail,1.0,1.0,2.0,83374,21,,dd733c4c5c48e49c4ee7f0bebce3ff939d0bcf03
Multi,Multi-SWE-Bench__c__maintenance__bugfix__8bffb1b1,facebook__zstd-1105,c,fail,3.0,3.0,12.0,48380,0,,04212178b50131ecbbf7bc2ffcce4d5ddcfd8e11
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__7c9ef76c,nlohmann__json-3601,cpp,fail,1.0,1.0,8.0,20607,0,,2d48a4d9c5e8f0a5ce914922eb2a45dc0ec93ee3
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__1b6e3d94,rayon-rs__rayon-986,rust,fail,1.0,1.0,22.0,8355,9,,2de810e97d5ce832ff98023a4a9cf215a86244ea
Multi,Multi-SWE-Bench__java__maintenance__bugfix__92782c7b,elastic__logstash-14970,java,fail,1.0,1.0,10.0,54029,7,,5e3038a3d3fd3b5792f64d7bb0ed39538f1a5a5c
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__bca55dea,simdjson__simdjson-1695,cpp,fail,2.0,2.0,10.0,73743,0,,35158257c6e79d908723f1a7023362a718579c4f
Multi,Multi-SWE-Bench__java__maintenance__bugfix__07d7817b,fasterxml__jackson-databind-4469,java,fail,0,0,0,36890,2,,7c9e7c1e2acd9c55926b9d2592fc65234d9c3ff7
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__6a4e21e9,nlohmann__json-2989,cpp,fail,1.0,3.0,11.0,47154,0,,bbdb29c6583e9e68f7f2bdce59a7384f061e0e32
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__98bbaed2,axios__axios-5661,javascript,fail,1.0,1.0,2.0,34756,9,,0abc70564746496eb211bbd951041b4655aec268
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3e92c76b,cli__cli-2351,go,fail,2.0,2.0,9.0,20126,12,,d79eb494d998132f060808e15521cd6a29f1b5fa
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__7acaca55,clap-rs__clap-3179,rust,fail,1.0,2.0,4.0,20169,0,,56ed9981da3a28205efa03a0e4f162359bab1dfe
Multi,Multi-SWE-Bench__java__maintenance__bugfix__be0b5fff,fasterxml__jackson-databind-4050,java,fail,1.0,1.0,2.0,46317,16,,035fba39559386e16a5017060a6047e733b18599
Multi,Multi-SWE-Bench__go__maintenance__bugfix__73631dc4,cli__cli-1457,go,fail,0,0,0,3777,3,,88eaa28aef1f1539abbcb3ce6580cce9122e783a
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__3c69099b,clap-rs__clap-3684,rust,fail,0,0,0,48109,0,,17ec7757891a38965e8492f7a0a48e674a9536eb
Multi,Multi-SWE-Bench__java__maintenance__bugfix__9a3d9d3f,fasterxml__jackson-databind-4015,java,fail,1.0,1.0,244.0,61097,12,,9684204f3073580e711320c3531a95bcaffa63ef
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__fe080aac,nlohmann__json-4512,cpp,fail,1.0,1.0,7.0,22487,0,,ee32bfc1c263900d5c31cf8a8c5429048719e42a
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__5aed9f96,mui__material-ui-25149,typescript,fail,2.0,2.0,6.0,51949,0,,fca2ddf44ce5518b82a464cfa806e30f1f973e5c
Multi,Multi-SWE-Bench__go__maintenance__bugfix__1384380d,cli__cli-5648,go,fail,0,0,0,35277,0,,537dcb27398bd193a094d5fcd3aa9bc67a546328
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__41b108ee,simdjson__simdjson-2016,cpp,fail,1.0,1.0,4.0,77300,0,,74bb7b2533af3f063d0794fe3962fb5226c27751
Multi,Multi-SWE-Bench__go__maintenance__bugfix__ed8db47d,zeromicro__go-zero-1969,go,fail,0,0,0,65078,6,,af05219b70c5e18542ebb499b18a1dff6ffacc6d
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__6cb88b18,mui__material-ui-34401,typescript,fail,5.0,7.0,21.0,44734,0,,d35d22994887bd83517a99cc8125ad97c402223a
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__73fc043b,mui__material-ui-32626,typescript,fail,1.0,1.0,2.0,4842,9,,414c2ad63dd766587ca1ae786fdf0b879976a242
Multi,Multi-SWE-Bench__c__maintenance__bugfix__7b474035,ponylang__ponyc-3973,c,fail,1.0,3.0,48.0,50989,0,,ca368192917b76bb43e0892d4f14cbdf18e1f7d6
Multi,Multi-SWE-Bench__go__maintenance__bugfix__d129d52f,cli__cli-5396,go,fail,1.0,3.0,6.0,8299,1,,2df3dd4f7dd98e7969e6d9b760f0725aac8a2158
Multi,Multi-SWE-Bench__java__maintenance__bugfix__ec4f6157,fasterxml__jackson-dataformat-xml-638,java,fail,1.0,2.0,48.0,28738,25,,ac00d648e9b424f4b6c4d7aaaa23abf50adc1b5a
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__aa16b8b2,tokio-rs__tracing-2897,rust,fail,0,0,0,51764,6,,908cc432a5994f6e17c8f36e13c217dc40085704
Multi,Multi-SWE-Bench__go__maintenance__bugfix__0f79e39c,cli__cli-2888,go,fail,1.0,2.0,6.0,9188,0,,7e8348a68f96c5983251f89871167797545dbbe0
Multi,Multi-SWE-Bench__c__maintenance__bugfix__0f495035,facebook__zstd-1733,c,fail,1.0,1.0,3.0,44659,0,,a505463710aa34bccafd268c44064c129cdfb3e2
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3c9b757f,cli__cli-5019,go,fail,1.0,1.0,2.0,20318,1,,6e14426dfb076350796b6f081b27399a5f4be904
Multi,Multi-SWE-Bench__go__maintenance__bugfix__2c512ec3,cli__cli-5698,go,fail,1.0,1.0,3.0,20936,0,,d2683a1370c5f3d97eaa1e4a4a8cfbc32c1293c2
Multi,Multi-SWE-Bench__go__maintenance__bugfix__9e8a151e,cli__cli-8157,go,fail,1.0,1.0,2.0,15261,0,,26f3601a81cbeb3fd5087dfa63775caa04ccc1bc
Multi,Multi-SWE-Bench__c__maintenance__bugfix__a47dfbbf,facebook__zstd-2094,c,fail,0.6666666666666666,1.3333333333333333,23.333333333333332,65524,0,,6b4a3e019f8eeb3423065f7b24d790358e8cbc59
Multi,Multi-SWE-Bench__c__maintenance__bugfix__39769692,ponylang__ponyc-2168,c,fail,1.0,2.0,33.0,20167,0,,ae5fabe6fdf7c99f3e797b85674ded5d52cde7a2
Multi,Multi-SWE-Bench__java__maintenance__bugfix__36a08326,fasterxml__jackson-databind-4641,java,fail,1.0,2.0,12.0,24539,5,,3ed7f4572534383e54f9fd0d2521131f64283410
Multi,Multi-SWE-Bench__c__maintenance__bugfix__0f94ce4d,ponylang__ponyc-1124,c,fail,1.0,1.0,9.0,34936,0,,8ae0ecd7dcc1fc483cd964509f4a91ad35419dc3
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__d33de279,sveltejs__svelte-14007,javascript,fail,1.0,1.0,2.0,18080,1,,777d059b10ded7e0e4af0cfb837c9e00864b3ec2
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__627665a2,clap-rs__clap-2758,rust,fail,1.0,1.0,6.0,53312,0,,c4780e3305b4c2632c7d843511ae7dfe3652a569
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__bd81816f,sveltejs__svelte-12649,javascript,fail,1.0,1.0,2.0,12934,1,,e417d3a2d281a5ec9b595be5ffbd47efe57b28c3
Multi,Multi-SWE-Bench__go__maintenance__bugfix__85c030cf,cli__cli-1567,go,fail,1.0,2.0,21.0,14002,3,,b9292f582f5553ef860245bb14cac49a308df3af
Multi,Multi-SWE-Bench__java__maintenance__bugfix__1665de74,mockito__mockito-3220,java,fail,0,0,0,34692,0,,a0214364c36c840b259a4e5a0b656378e47d90df
Multi,Multi-SWE-Bench__c__maintenance__bugfix__9a7be8ba,facebook__zstd-1532,c,fail,1.0,2.0,12.0,18367,1,,eb3a7a38270dc2a1f533c1b347f8b9b56e789f8f
Multi,Multi-SWE-Bench__c__maintenance__bugfix__b8c88ac8,ponylang__ponyc-2205,c,fail,1.0,1.0,10.0,39330,0,,25fa3b158281bee9fd0778de618ad8968d5ed026
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__2f838a18,sveltejs__svelte-10608,javascript,fail,2.0,2.0,30.0,3452,0,,db0b802fc2a8d0cd75f3dc209f19e06712be5a92
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__838d3d25,sveltejs__svelte-14935,javascript,fail,0,0,0,95110,7,,a1f371e78656f951ad75945493a798716ecc92c4
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3d85271b,cli__cli-7110,go,fail,1.0,1.0,2.0,39870,0,,c6a693c459c22b66a2914ba2794e24d22faa8015
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__5b47b0dd,iamkun__dayjs-1319,javascript,fail,0,0,0,6922,1,,cc993f0a8d18d33c0137616b80adc86127ba3424
Multi,Multi-SWE-Bench__java__maintenance__bugfix__6ba3d94b,fasterxml__jackson-core-964,java,fail,1.0,2.0,16.0,44901,5,,2b53cce78c6ca037938e6f26d6935c5f9b8c07dd
Multi,Multi-SWE-Bench__java__maintenance__bugfix__5eea2978,fasterxml__jackson-core-1016,java,fail,1.0,3.0,6.0,58487,1,,315ac5ad2ad5228129a3df50623570d9bc2d7045
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__8d36ca39,mui__material-ui-37855,typescript,fail,2.0,3.0,13.0,24595,0,,b00bdc767032fd008e5e3ec3133d6dc51264b1de
Multi,Multi-SWE-Bench__go__maintenance__bugfix__1b8cfbf9,cli__cli-3608,go,fail,0,0,0,39933,0,,026b07d1cfbf23a3ccb4d4703a2496d65e177fcc
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__3a4062fe,tokio-rs__tokio-4519,rust,fail,1.0,1.0,4.0,23341,5,,43c224ff47e41628ca787d116080d69bd7030c3f
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__a98dbc6f,sveltejs__svelte-14629,javascript,fail,5.0,5.0,14.0,49861,0,,c66bf178aae18c2b4d8ac189a48cf10c47e4d417
