bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Poly,SWE-PolyBench__javascript__maintenance__bugfix__108b2d38,prettier__prettier-14400,mixed,pass,1.0,1.0,1.0,208.0,0,,6905b39ec7bc6ed38732e26ceced5b57677e2600
Poly,SWE-PolyBench__javascript__maintenance__bugfix__eb1411ba,sveltejs__svelte-2185,mixed,pass,1.0,1.0,3.0,296.0,0,,ea88317f84adb780075b8a689cf664249b09b42c
Poly,SWE-PolyBench__javascript__maintenance__bugfix__c6d3e230,sveltejs__svelte-3305,mixed,pass,1.0,2.0,4.0,484.0,0,,b99ee7d5d177f4fb42b5821d63993248833ee48a
Poly,SWE-PolyBench__typescript__maintenance__bugfix__3864c137,mui__material-ui-29023,mixed,pass,3.0,4.0,8.0,1291.0,0,,d11ef0f82f1ef6d62518f0879b674feb9f916d66
Poly,SWE-PolyBench__javascript__maintenance__bugfix__11e78a8d,sveltejs__svelte-3314,mixed,pass,1.0,2.0,4.0,389.0,0,,dbf503b9e1ed2f4cdebb134b8f2125f67d3d8b86
Poly,SWE-PolyBench__typescript__maintenance__bugfix__7827bc22,mui__material-ui-26061,mixed,pass,1.0,2.0,67.0,1465.0,0,,5a983eadb806ba095de2a2754b208d470e3f55e7
Poly,SWE-PolyBench__javascript__maintenance__bugfix__2d7a3934,prettier__prettier-3515,mixed,pass,1.0,3.0,14.0,3742.0,0,,d1c97b362219d62669145bb6bdd66a4be5423257
Poly,SWE-PolyBench__typescript__maintenance__bugfix__1de1bd3c,mui__material-ui-18683,mixed,pass,1.0,4.0,8.0,751.0,0,,dfe2779b8b6499ccd1922990ac9178d84e02f8b6
Poly,SWE-PolyBench__javascript__maintenance__bugfix__9ca0e415,sveltejs__svelte-3403,mixed,pass,1.0,1.0,7.0,189.0,0,,4f26363fe0af69b85b84d3c2d9e5d4fe5dc249d6
Poly,SWE-PolyBench__typescript__maintenance__bugfix__48e5846a,mui__material-ui-23229,mixed,pass,3.0,6.0,18.0,2563.0,0,,56520e757e0052e25f8dd5d78214458c4b7c634d
Poly,SWE-PolyBench__typescript__evolution__feature__34826a6a,mui__material-ui-26807,mixed,pass,4.0,6.0,21.0,4541.0,0,,567e6cf97dce71eba9370e8c13519d206a98ffd2
Poly,SWE-PolyBench__javascript__maintenance__bugfix__27e1903f,sveltejs__svelte-5875,mixed,pass,1.0,1.0,3.0,158.0,0,,8180c5dd6c6278f88a5ac82aecc3a2d1a5572c51
Poly,SWE-PolyBench__typescript__maintenance__bugfix__678fa217,mui__material-ui-28186,mixed,pass,1.0,3.0,9.0,601.0,0,,f588d8fdf63b8558e26cfa288f20ff400140ed6c
Poly,SWE-PolyBench__javascript__maintenance__bugfix__d1cb6b19,sveltejs__svelte-1923,mixed,pass,1.0,1.0,2.0,268.0,0,,ff2a21e63ad243c6e19a7ac84e69021d3a788a9e
Poly,SWE-PolyBench__javascript__maintenance__bugfix__463d4713,prettier__prettier-3723,mixed,pass,1.0,1.0,7.0,177.0,0,,bef646d4a4d2df9a7e1e06ea5dd28380475f624c
Poly,SWE-PolyBench__typescript__maintenance__bugfix__7dfdbbd1,mui__material-ui-19849,mixed,pass,1.0,2.0,8.0,890.0,0,,436e461dfd368cd460f23b0cb6ca389f26045d56
Poly,SWE-PolyBench__javascript__maintenance__bugfix__9b08d665,prettier__prettier-12930,mixed,pass,1.0,1.0,7.0,163.0,0,,3147244f55e6e0aafd2cc6fa5875f7c8cfa8e4e3
Poly,SWE-PolyBench__typescript__maintenance__bugfix__6688f2d9,mui__material-ui-42412,mixed,pass,1.0,1.0,4.0,170.0,0,,b8a28e13dc0821314700f1aefc9f8e1134cf9034
Poly,SWE-PolyBench__typescript__evolution__feature__07098661,mui__material-ui-12236,mixed,pass,4.0,7.0,17.0,1050.0,0,,18aa6293ad8b67dc8a323db19117c93efa966c7c
Poly,SWE-PolyBench__typescript__maintenance__bugfix__18d389e5,mui__material-ui-15359,mixed,pass,1.0,2.0,5.0,526.0,0,,13ac4ce9239e9e3e1fdb902e3f25ad56b3497fe9
Poly,SWE-PolyBench__javascript__maintenance__bugfix__21086305,prettier__prettier-11000,mixed,pass,1.0,1.0,2.0,279.0,0,,c8133f8afabbfa0b6a8f88da8a37c8e79d9f5671
Poly,SWE-PolyBench__typescript__maintenance__bugfix__15589352,mui__material-ui-34610,mixed,pass,1.0,2.0,5.0,440.0,0,,1e09429e1804ddd7505fe78f3d606e24e98aa16f
Poly,SWE-PolyBench__javascript__maintenance__bugfix__0f1fd789,serverless__serverless-5775,mixed,pass,1.0,1.0,2.0,182.0,0,,8c53de83bf62a4e1f66821e0321abb996880b5bd
Poly,SWE-PolyBench__typescript__maintenance__bugfix__16d1ff7a,microsoft__vscode-153857,mixed,pass,1.0,1.0,8.0,977.0,0,,88ffbc7a7a81a926c7969ad7428e2ffc54370f42
Poly,SWE-PolyBench__javascript__maintenance__bugfix__b9ce6a70,sveltejs__svelte-3151,mixed,pass,1.0,1.0,6.0,113.0,0,,f341befacb92d821424889dfefbdccedc881bfe5
Poly,SWE-PolyBench__python__maintenance__bugfix__37455515,yt-dlp__yt-dlp-5933,mixed,fail,4.0,10.0,31.0,7039.0,0,,f079514957401f49db30ec4cd25f8c8246b0c1de
Poly,SWE-PolyBench__python__evolution__feature__7fe6d907,huggingface__transformers-27463,mixed,fail,2.0,7.0,69.0,7777.0,0,,3cefac1d974db5e2825a0cb2b842883a628be7a0
Poly,SWE-PolyBench__python__maintenance__bugfix__b110ef6c,keras-team__keras-19924,mixed,fail,1.0,5.0,24.0,2126.0,0,,a2e9a5252d2eab389bd19d359e6e7325a8232c79
Poly,SWE-PolyBench__python__evolution__feature__ebb79d55,huggingface__transformers-20136,mixed,fail,3.0,6.0,115.0,14647.0,0,,fda125638f53febc059cb67f9d7abce058a8f44f
Poly,SWE-PolyBench__python__evolution__feature__66f97093,huggingface__transformers-29688,mixed,fail,1.0,12.0,120.0,7821.0,0,,f4dc26d46687f5f4baf3fe64a1d87cafefbeec53
Poly,SWE-PolyBench__python__maintenance__bugfix__31f7341a,keras-team__keras-19838,mixed,fail,1.0,1.0,5.0,207.0,0,,26abe697a8802de40cb2761fc98b843fe1b2d5f6
Poly,SWE-PolyBench__python__evolution__feature__8bb50331,huggingface__transformers-13989,mixed,fail,3.0,8.0,99.0,3432.0,0,,408b2d2bd08f667cf4154730cc323c4e49657eed
Poly,SWE-PolyBench__python__maintenance__bugfix__91e6ed53,huggingface__transformers-21969,mixed,fail,1.0,2.0,22.0,781.0,0,,0bb17295f04e565c94a79960ff7f7b6cd03acbfc
Poly,SWE-PolyBench__python__maintenance__bugfix__ac5893a5,huggingface__transformers-22458,mixed,fail,1.0,1.0,2.0,1869.0,0,,cd73b9a8c140fb74cd93187f5c3d380cfc308023
Poly,SWE-PolyBench__python__maintenance__bugfix__5518cb7f,huggingface__transformers-13865,mixed,fail,1.0,2.0,6.0,1180.0,0,,3a8de58c5192b620228128430ea52e6eda81c40a
Poly,SWE-PolyBench__python__maintenance__bugfix__016ce55c,huggingface__transformers-22920,mixed,fail,1.0,2.0,20.0,1346.0,0,,1e1cb6f8e5af1c592ed7d6ca035b0e07297e52b8
Poly,SWE-PolyBench__python__maintenance__bugfix__023915d6,huggingface__transformers-27663,mixed,fail,2.0,3.0,4.0,1111.0,0,,45b70384a7d6692a8304f34a981a5ff020918b82
Poly,SWE-PolyBench__python__maintenance__bugfix__9a72b241,huggingface__transformers-5122,mixed,fail,1.0,1.0,2.0,528.0,0,,ca2d0f98c4a89d50b79ddb06b59b6bffc31ff137
Poly,SWE-PolyBench__python__evolution__feature__17a093c8,huggingface__transformers-19590,mixed,fail,1.0,4.0,30.0,1035.0,0,,3d320c78c32334f66d72d57ff6322d9e3a7dc00b
Poly,SWE-PolyBench__python__maintenance__bugfix__ed58622a,Significant-Gravitas__AutoGPT-4652,mixed,fail,1.0,3.0,33.0,1101.0,0,,9150f32f8b8602395534795ddd2d930a1684e419
Poly,SWE-PolyBench__python__evolution__refactor__57ad5598,keras-team__keras-18871,mixed,fail,2.0,4.0,63.0,4456.0,0,,10252a9e7d68c6818423deee1c4c8549038e4171
Poly,SWE-PolyBench__python__evolution__feature__9e2901b5,langchain-ai__langchain-19331,mixed,fail,1.0,8.0,40.0,4311.0,0,,5fc7bb01e9d6398452d0a7b4a50ce234408ca99c
Poly,SWE-PolyBench__typescript__maintenance__bugfix__708894b2,microsoft__vscode-110094,mixed,fail,1.0,2.0,23.0,6934.0,0,,8c76afad6ccf861d1ea08df4bb9f83839e0e0cd0
Poly,SWE-PolyBench__typescript__maintenance__bugfix__6659fd5a,mui__material-ui-19072,mixed,fail,1.0,1.0,4.0,871.0,0,,e1705939cb75496958ee2eb34a8bfbe67aff3808
Poly,SWE-PolyBench__typescript__evolution__feature__684a3415,mui__material-ui-11987,mixed,fail,5.0,9.0,28.0,2990.0,0,,09896d42e6206984a54272cc2059c49a7aa9d54f
Poly,SWE-PolyBench__typescript__evolution__feature__41cd3842,coder__code-server-4923,mixed,fail,2.0,5.0,86.0,1125.0,0,,78658f1cf48a5e019a82cde937cfa8feed8b986b
Poly,SWE-PolyBench__javascript__maintenance__bugfix__d6eb75d7,prettier__prettier-459,mixed,fail,1.0,1.0,6.0,235.0,0,,6e68f7495fba705c4d1e58e63efb5a41dea2df7d
Poly,SWE-PolyBench__typescript__maintenance__bugfix__7d106697,microsoft__vscode-109750,mixed,fail,1.0,1.0,6.0,629.0,0,,cf4b5a703f581944f308b9a6f1e8b386059caef1
Poly,SWE-PolyBench__javascript__maintenance__bugfix__1e29a469,sveltejs__svelte-6458,mixed,fail,1.0,1.0,3.0,274.0,0,,b662c7fd41b3b778ea1ae80b0a4d86c239ffcfe7
Poly,SWE-PolyBench__typescript__evolution__feature__c2e9e5ff,mui__material-ui-13534,mixed,fail,5.0,9.0,22.0,2846.0,0,,20cd3e33ae60e4970653716b7732212e93bab38c
Poly,SWE-PolyBench__typescript__maintenance__bugfix__42165c4e,coder__code-server-6278,mixed,fail,2.0,3.0,15.0,914.0,0,,5d3c9edce436d11d51aa1e586c11eaa49d626dc2
Poly,SWE-PolyBench__python__maintenance__bugfix__b52bbc24,langchain-ai__langchain-5584,mixed,fail,1.0,1.0,2.0,378.0,0,,4c572ffe959957b515528a9036b374f56cef027f
Poly,SWE-PolyBench__python__maintenance__bugfix__5188c6bc,huggingface__transformers-6098,mixed,pass,1.0,1.0,7.0,303.0,0,,dafa296c952c08fca3686f1cf8f3a8f8eb116744
Poly,SWE-PolyBench__typescript__maintenance__bugfix__22615f27,microsoft__vscode-153121,mixed,fail,1.0,2.0,9.0,597.0,0,,1a599e2d1792630bc7c53232404d83214acb88f4
Poly,SWE-PolyBench__python__maintenance__bugfix__6ef81275,huggingface__transformers-23141,mixed,pass,1.0,2.0,8.0,881.0,0,,78b7debf56efb907c6af767882162050d4fbb294
Poly,SWE-PolyBench__javascript__maintenance__bugfix__9c9b931e,serverless__serverless-2945,mixed,fail,1.0,2.0,20.0,545.0,0,,5a3e0c2bcaff15d77c925995693379967da42d80
Poly,SWE-PolyBench__python__maintenance__bugfix__0cf27f56,keras-team__keras-19973,mixed,fail,1.0,1.0,6.0,242.0,0,,10a008fac10e2eb7dd343c128cbf2e0f971fa993
