bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Verified,SWE-Bench-Verified__python__maintenance__bugfix__51f3cc91,scikit-learn__scikit-learn-14894,python,pass,1.0,1.0,11.0,458.0,106,,fdbaa58acbead5a254f2e6d597dc1ab3b947f4c6
Verified,SWE-Bench-Verified__python__maintenance__bugfix__9a05fe0c,django__django-11179,python,pass,1.0,1.0,1.0,326.0,100,,19fc6376ce67d01ca37a91ef2f55ef769f50513a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1ad7449c,django__django-14404,python,pass,1.0,1.0,8.0,546.0,32,,de32fe83a2e4a20887972c69a0693b94eb25a88b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__9b321036,sympy__sympy-15017,python,pass,1.0,1.0,2.0,242.0,48,,6810dee426943c1a2fe85b5002dd0d4cf2246a05
Verified,SWE-Bench-Verified__python__maintenance__bugfix__9c470c46,matplotlib__matplotlib-22871,python,pass,1.0,1.0,6.0,323.0,44,,a7b7260bf06c20d408215d95ce20a1a01c12e5b1
Verified,SWE-Bench-Verified__python__maintenance__bugfix__8d1c297a,sympy__sympy-13647,python,pass,1.0,1.0,2.0,281.0,95,,67e3c956083d0128a621f65ee86a7dacd4f9f19f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__bdec299d,scikit-learn__scikit-learn-13142,python,pass,1.0,2.0,5.0,645.0,89,,1c8668b0a021832386470ddf740d834e02c66f69
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3d378646,scikit-learn__scikit-learn-14141,python,pass,1.0,1.0,1.0,93.0,107,,3d997697fdd166eff428ea9fd35734b6a8ba113e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__12d848d7,django__django-11433,python,pass,1.0,1.0,7.0,485.0,15,,21b1d239125f1228e579b1ce8d94d4d5feadd2a6
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ac127191,sympy__sympy-23413,python,fail2pass,1.0,1.0,5.0,753.0,18,,10de1a18a0efac0b19b611e40c928250dda688bf
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7db465d6,sphinx-doc__sphinx-9698,python,pass,1.0,1.0,2.0,345.0,90,,f050a7775dfc9000f55d023d36d925a8d02ccfa8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__d561b333,sympy__sympy-19954,python,pass,1.0,1.0,7.0,888.0,92,,6f54459aa0248bf1467ad12ee6333d8bc924a642
Verified,SWE-Bench-Verified__python__maintenance__bugfix__681ea2b6,django__django-15569,python,pass,1.0,1.0,1.0,207.0,104,,884b4c27f506b3c29d58509fc83a35c30ea10d94
Verified,SWE-Bench-Verified__python__maintenance__bugfix__58d0e27a,sympy__sympy-21612,python,pass,1.0,1.0,7.0,320.0,5,,b4777fdcef467b7132c055f8ac2c9a5059e6a145
Verified,SWE-Bench-Verified__python__maintenance__bugfix__768d44e5,django__django-13551,python,pass,1.0,2.0,13.0,860.0,51,,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5d44a351,matplotlib__matplotlib-20676,python,pass,1.0,1.0,7.0,354.0,19,,6786f437df54ca7780a047203cbcfaa1db8dc542
Verified,SWE-Bench-Verified__python__maintenance__bugfix__9dcac3ec,sphinx-doc__sphinx-9367,python,pass,1.0,1.0,8.0,350.0,100,,6918e69600810a4664e53653d6ff0290c3c4a788
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ce7f17a5,matplotlib__matplotlib-25479,python,pass,2.0,2.0,14.0,443.0,0,,7fdf772201e4c9bafbc16dfac23b5472d6a53fa2
Verified,SWE-Bench-Verified__python__maintenance__bugfix__726ccefd,sympy__sympy-22914,python,pass,1.0,1.0,3.0,87.0,102,,c4e836cdf73fc6aa7bab6a86719a0f08861ffb1d
Verified,SWE-Bench-Verified__python__maintenance__bugfix__186c0af4,sympy__sympy-13615,python,pass,1.0,1.0,11.0,210.0,42,,50d8a102f0735da8e165a0369bbb994c7d0592a6
Verified,SWE-Bench-Verified__python__maintenance__bugfix__d3576321,sympy__sympy-20428,python,pass,1.0,1.0,10.0,148.0,0,,c0e85160406f9bf2bcaa2992138587668a1cd0bc
Verified,SWE-Bench-Verified__python__maintenance__bugfix__93721db4,django__django-10880,python,pass,1.0,1.0,2.0,329.0,86,,838e432e3e5519c5383d12018e6c78f8ec7833c1
Verified,SWE-Bench-Verified__python__maintenance__bugfix__6809df19,django__django-15467,python,pass,1.0,1.0,2.0,306.0,107,,e0442a628eb480eac6a7888aed5a86f83499e299
Verified,SWE-Bench-Verified__python__maintenance__bugfix__96afaad2,django__django-14089,python,pass,1.0,1.0,3.0,123.0,106,,d01709aae21de9cd2565b9c52f32732ea28a2d98
Verified,SWE-Bench-Verified__python__maintenance__bugfix__20294df2,sympy__sympy-16886,python,pass,1.0,1.0,2.0,214.0,102,,c50643a49811e9fe2f4851adff4313ad46f7325e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__4d207ce8,django__django-13028,python,pass,1.0,1.0,9.0,320.0,90,,78ad4b4b0201003792bfdbf1a7781cbc9ee03539
Verified,SWE-Bench-Verified__python__maintenance__bugfix__a5ec0eec,django__django-14999,python,pass,1.0,1.0,11.0,601.0,76,,a754b82dac511475b6276039471ccd17cc64aeb8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__71f348da,astropy__astropy-13579,python,pass,1.0,1.0,14.0,506.0,81,,0df94ff7097961e92fd7812036a24b145bc13ca8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__765e5e14,sphinx-doc__sphinx-10449,python,pass,1.0,3.0,13.0,853.0,61,,36367765fe780f962bba861bf368a765380bbc68
Verified,SWE-Bench-Verified__python__maintenance__bugfix__0eecae1e,pytest-dev__pytest-7432,python,pass,1.0,1.0,2.0,228.0,82,,e6e300e729dd33956e5448d8be9a0b1540b4e53a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__c4c8d376,django__django-13925,python,pass,1.0,1.0,1.0,233.0,50,,0c42cdf0d2422f4c080e93594d5d15381d6e955e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__35f76ab1,matplotlib__matplotlib-22865,python,pass,1.0,1.0,8.0,362.0,45,,c6c7ec1978c22ae2c704555a873d0ec6e1e2eaa8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__90532e38,pydata__xarray-4075,python,pass,1.0,1.0,3.0,269.0,106,,19b088636eb7d3f65ab7a1046ac672e0689371d8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__c2f0f2be,pytest-dev__pytest-7205,python,pass,1.0,2.0,3.0,232.0,73,,5e7f1ab4bf58e473e5d7f878eb2b499d7deabd29
Verified,SWE-Bench-Verified__python__maintenance__bugfix__b5cec962,sphinx-doc__sphinx-7462,python,pass,2.0,2.0,5.0,775.0,0,,b3e26a6c851133b82b50f4b68b53692076574d13
Verified,SWE-Bench-Verified__python__maintenance__bugfix__bdde6d9c,django__django-12125,python,pass,1.0,1.0,2.0,238.0,54,,89d41cba392b759732ba9f1db4ff29ed47da6a56
Verified,SWE-Bench-Verified__python__maintenance__bugfix__d3bf673c,pydata__xarray-6599,python,fail2pass,1.0,2.0,6.0,336.0,42,,6bb2b855498b5c68d7cca8cceb710365d58e6048
Verified,SWE-Bench-Verified__python__maintenance__bugfix__dc72c033,django__django-12155,python,pass,1.0,1.0,3.0,1447.0,108,,e8fcdaad5c428878d0a5d6ba820d957013f75595
Verified,SWE-Bench-Verified__python__maintenance__bugfix__51e329de,sympy__sympy-12419,python,fail2pass,1.0,4.0,9.0,754.0,61,,479939f8c65c8c2908bbedc959549a257a7c0b0b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7ec77e9c,sympy__sympy-12096,python,pass,1.0,1.0,5.0,244.0,104,,d7c3045115693e887bcd03599b7ca4650ac5f2cb
Verified,SWE-Bench-Verified__python__maintenance__bugfix__c4bcf730,sympy__sympy-15976,python,fail2pass,1.0,2.0,19.0,1560.5,23,,701441853569d370506514083b995d11f9a130bd
Verified,SWE-Bench-Verified__python__maintenance__bugfix__80c9776a,django__django-11555,python,pass,1.0,1.0,17.0,242.0,45,,8dd5877f58f84f2b11126afbd0813e24545919ed
Verified,SWE-Bench-Verified__python__maintenance__bugfix__a571e81e,matplotlib__matplotlib-25122,python,pass,1.0,2.0,8.0,811.0,98,,5ec2bd279729ff534719b8bf238dbbca907b93c5
Verified,SWE-Bench-Verified__python__maintenance__bugfix__c20c3c4f,django__django-14787,python,pass,1.0,1.0,4.0,406.0,91,,004b4620f6f4ad87261e149898940f2dcd5757ef
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1a760e52,django__django-11099,python,pass,1.0,2.0,4.0,480.0,107,,d26b2424437dabeeca94d7900b37d2df4410da0c
Verified,SWE-Bench-Verified__python__maintenance__bugfix__d0723f55,sphinx-doc__sphinx-8120,python,pass,2.0,3.0,5.0,1042.0,76,,795747bdb6b8fb7d717d5bbfc2c3316869e66a73
Verified,SWE-Bench-Verified__python__maintenance__bugfix__4d321c4a,sympy__sympy-20590,python,pass,1.0,1.0,1.0,233.0,58,,cffd4e0f86fefd4802349a9f9b19ed70934ea354
Verified,SWE-Bench-Verified__python__maintenance__bugfix__84effcbc,django__django-13158,python,pass,1.0,2.0,8.0,511.0,64,,7af8f4127397279d19ef7c7899e93018274e2f9b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__b91692e0,scikit-learn__scikit-learn-25931,python,pass,1.0,3.0,7.0,730.0,85,,e3d1f9ac39e4bf0f31430e779acc50fb05fe1b64
Verified,SWE-Bench-Verified__python__maintenance__bugfix__16c72e4c,django__django-12419,python,pass,1.0,1.0,2.0,160.0,101,,7fa1a93c6c8109010a6ff3f604fda83b604e0e97
Verified,SWE-Bench-Verified__python__maintenance__bugfix__20eb5bc8,pydata__xarray-4966,python,pass,1.0,1.0,8.0,295.0,96,,37522e991a32ee3c0ad1a5ff8afe8e3eb1885550
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1c5aa714,django__django-14500,python,pass,1.0,2.0,9.0,615.0,79,,8c3bd0b708b488a1f6e8bd8cc6b96569904605be
Verified,SWE-Bench-Verified__python__maintenance__bugfix__0b74a2c7,django__django-15104,python,pass,1.0,1.0,2.0,289.0,107,,a7e7043c8746933dafce652507d3b821801cdc7d
Verified,SWE-Bench-Verified__python__maintenance__bugfix__c9656d7a,django__django-15380,python,pass,1.0,1.0,2.0,514.0,85,,71e7c8e73712419626f1c2b6ec036e8559a2d667
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2ccbdc72,django__django-15930,python,pass,1.0,1.0,5.0,173.0,71,,63884829acd207404f2a5c3cc1d6b4cd0a822b70
Verified,SWE-Bench-Verified__python__maintenance__bugfix__dded0f96,django__django-15368,python,pass,1.0,2.0,3.0,842.0,105,,e972620ada4f9ed7bc57f28e133e85c85b0a7b20
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1efc2b51,django__django-16485,python,pass,1.0,1.0,2.0,201.0,102,,39f83765e12b0e5d260b7939fc3fe281d879b279
Verified,SWE-Bench-Verified__python__maintenance__bugfix__d2a786e2,django__django-13516,python,pass,1.0,1.0,4.0,163.0,96,,b7da588e883e12b8ac3bb8a486e654e30fc1c6c8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1ae3c3bd,django__django-13417,python,pass,1.0,1.0,2.0,248.0,95,,71ae1ab0123582cc5bfe0f7d5f4cc19a9412f396
Verified,SWE-Bench-Verified__python__maintenance__bugfix__a8414dbd,matplotlib__matplotlib-25311,python,pass,1.0,2.0,21.0,498.0,58,,430fb1db88843300fb4baae3edc499bbfe073b0c
Verified,SWE-Bench-Verified__python__maintenance__bugfix__fd8123b1,django__django-15629,python,fail2pass,4.0,6.0,27.0,2419.5,0,,694cf458f16b8d340a3195244196980b2dec34fd
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3e44d93a,django__django-11815,python,pass,1.0,1.0,4.0,362.0,76,,e02f67ef2d03d48128e7a118bf75f0418e24e8ac
Verified,SWE-Bench-Verified__python__maintenance__bugfix__34e61891,matplotlib__matplotlib-20826,python,pass,1.0,1.0,5.0,250.0,37,,a0d2e399729d36499a1924e5ca5bc067c8396810
Verified,SWE-Bench-Verified__python__maintenance__bugfix__220feee3,pydata__xarray-6721,python,pass,1.0,1.0,3.0,247.0,57,,cc183652bf6e1273e985e1c4b3cba79c896c1193
Verified,SWE-Bench-Verified__python__maintenance__bugfix__13b74fcf,sympy__sympy-17318,python,pass,2.0,3.0,16.0,683.0,10,,d4e0231b08147337745dcf601e62de7eefe2fb2d
Verified,SWE-Bench-Verified__python__maintenance__bugfix__46dc77a5,django__django-12262,python,pass,1.0,1.0,2.0,375.0,74,,69331bb851c34f05bc77e9fc24020fe6908b9cd5
Verified,SWE-Bench-Verified__python__maintenance__bugfix__4f685b8e,pydata__xarray-6461,python,pass,1.0,1.0,10.0,417.0,85,,851dadeb0338403e5021c3fbe80cbc9127ee672d
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1d90db61,astropy__astropy-14096,python,pass,1.0,1.0,13.0,376.0,78,,1a4462d72eb03f30dc83a879b1dd57aac8b2c18b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__227490c2,django__django-14311,python,fail2pass,1.0,1.0,10.0,467.0,51,,5a8e8f80bb82a867eab7e4d9d099f21d0a976d22
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e2250ebc,django__django-17029,python,pass,1.0,1.0,2.0,197.0,106,,953f29f700a60fc09b08b2c2270c12c447490c6a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__42ae5e9f,matplotlib__matplotlib-22719,python,pass,1.0,2.0,6.0,798.0,102,,a2a1b0a11b993fe5f8fab64b6161e99243a6393c
Verified,SWE-Bench-Verified__python__maintenance__bugfix__b10492be,django__django-15022,python,pass,1.0,2.0,4.0,679.0,65,,e1d673c373a7d032060872b690a92fc95496612e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__074f37ac,sympy__sympy-22714,python,pass,1.0,1.0,2.0,410.0,91,,3ff4717b6aef6086e78f01cdfa06f64ae23aed7e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3d43f489,sympy__sympy-20801,python,pass,1.0,1.0,4.0,353.0,78,,e11d3fed782146eebbffdc9ced0364b223b84b6c
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2c34be8a,django__django-13012,python,pass,1.0,1.0,5.0,131.0,74,,22a59c01c00cf9fbefaee0e8e67fab82bbaf1fd2
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5900c195,scikit-learn__scikit-learn-11310,python,pass,1.0,4.0,9.0,933.0,97,,553b5fb8f84ba05c8397f26dd079deece2b05029
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7ccc36b7,matplotlib__matplotlib-23314,python,pass,1.0,1.0,3.0,132.0,84,,97fc1154992f64cfb2f86321155a7404efeb2d8a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__9ea965a5,sympy__sympy-13372,python,pass,1.0,1.0,4.0,439.0,95,,30379ea6e225e37833a764ac2da7b7fadf5fe374
Verified,SWE-Bench-Verified__python__maintenance__bugfix__d105d187,django__django-15103,python,fail2pass,1.5,2.0,12.0,742.0,82,,dd528cb2cefc0db8b91a7ff0a2bc87305b976597
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5c82134f,django__django-13343,python,pass,1.0,2.0,16.0,462.0,82,,ece18207cbb64dd89014e279ac636a6c9829828e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__f667fa43,django__django-15499,python,pass,1.0,1.0,13.0,182.0,98,,d90e34c61b27fba2527834806639eebbcfab9631
Verified,SWE-Bench-Verified__python__maintenance__bugfix__6f3e4cd9,django__django-11749,python,pass,1.0,1.0,40.0,454.0,81,,350123f38c2b6217c38d70bfbd924a9ba3df1289
Verified,SWE-Bench-Verified__python__maintenance__bugfix__67bcb30f,matplotlib__matplotlib-26113,python,pass,1.0,1.0,2.0,313.0,96,,5ca694b38d861c0e24cd8743753427dda839b90b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2ab7d0fc,django__django-15814,python,pass,1.0,1.0,2.0,231.0,84,,5eb6a2b33d70b9889e1cafa12594ad6f80773d3a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__45db86cf,django__django-14140,python,pass,1.0,1.0,12.0,660.0,29,,45814af6197cfd8f4dc72ee43b90ecde305a1d5a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1ce4c38e,astropy__astropy-14995,python,pass,1.0,1.0,3.0,461.0,99,,b16c7d12ccbc7b2d20364b89fb44285bcbfede54
Verified,SWE-Bench-Verified__python__maintenance__bugfix__81f2c925,django__django-12143,python,pass,1.0,1.0,3.0,360.0,105,,5573a54d409bb98b5c5acdb308310bed02d392c2
Verified,SWE-Bench-Verified__python__maintenance__bugfix__607f6b9e,django__django-11603,python,pass,1.0,2.0,2.0,269.0,105,,f618e033acd37d59b536d6e6126e6c5be18037f6
Verified,SWE-Bench-Verified__python__maintenance__bugfix__183a2a5b,django__django-15973,python,pass,1.0,1.0,2.0,302.0,5,,2480554dc4ada4ecf3f6a08e318735a2e50783f3
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7afb30f5,sphinx-doc__sphinx-11445,python,pass,1.0,4.0,8.0,969.0,49,,71db08c05197545944949d5aa76cd340e7143627
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7489fdd8,django__django-11451,python,pass,1.0,1.0,3.0,292.0,91,,e065b293878b1e3ea56655aa9d33e87576cd77ff
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3c7d37b7,sympy__sympy-23824,python,pass,1.0,1.0,4.0,307.0,92,,39de9a2698ad4bb90681c0fdb70b30a78233145f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7439767b,sympy__sympy-14976,python,pass,1.0,1.0,3.0,223.0,53,,9cbea134220b0b951587e11b63e2c832c7246cbc
Verified,SWE-Bench-Verified__python__maintenance__bugfix__60b000ec,django__django-16950,python,fail,1.0,1.0,8.0,322.0,18,,f64fd47a7627ed6ffe2df2a32ded6ee528a784eb
Verified,SWE-Bench-Verified__python__maintenance__bugfix__83fd3b37,sphinx-doc__sphinx-8265,python,fail,1.0,1.0,2.0,510.0,13,,b428cd2404675475a5c3dc2a2b0790ba57676202
Verified,SWE-Bench-Verified__python__maintenance__bugfix__67699b64,matplotlib__matplotlib-23299,python,fail,1.0,2.0,9.0,252.0,6,,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39
Verified,SWE-Bench-Verified__python__maintenance__bugfix__61a7a81e,django__django-12663,python,fail,1.0,1.0,3.0,239.0,52,,fa5e7e46d875d4143510944f19d79df7b1739bab
Verified,SWE-Bench-Verified__python__maintenance__bugfix__fb07ed8b,django__django-15382,python,fail,1.0,1.0,4.0,404.0,74,,770d3e6a4ce8e0a91a9e27156036c1985e74d4a3
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ebf021d0,django__django-16263,python,fail,3.0,8.0,34.0,4895.0,0,,321ecb40f4da842926e1bc07e11df4aabe53ca4b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__afcc47be,django__django-16032,python,fail,1.0,1.0,6.0,1395.6666666666667,63,,0c3981eb5094419fe200eb46c71b5376a2266166
Verified,SWE-Bench-Verified__python__maintenance__bugfix__af69d880,sympy__sympy-22080,python,fail,1.5,2.0,2.5,590.8,2,,3f8c8c2377cb8e0daaf8073e8d03ac7d87580813
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ec6fdd6e,scikit-learn__scikit-learn-25747,python,fail,1.0,2.0,28.0,402.0,14,,2c867b8f822eb7a684f0d5c4359e4426e1c9cfe0
Verified,SWE-Bench-Verified__python__maintenance__bugfix__994d041f,django__django-14792,python,fail,1.0,1.0,16.0,137.0,1,,d89f976bddb49fb168334960acc8979c3de991fa
